 ,smoc2_fibrosis1,smoc2_fibrosis4,smoc2_normal1,smoc2_normal3,smoc2_fibrosis3,smoc2_normal4,smoc2_fibrosis2
ENSMUSG00000102845,0,0,0,0,0,0,0
ENSMUSG00000067653,73,36,18,23,50,30,37
ENSMUSG00000109510,0,0,0,0,0,0,0
ENSMUSG00000079610,245,174,119,134,216,158,174
ENSMUSG00000026121,1228,834,277,264,1044,264,921
ENSMUSG00000087589,77,51,25,30,67,23,48
ENSMUSG00000046337,5,4,4,4,13,6,6
ENSMUSG00000089906,0,0,0,0,0,0,0
ENSMUSG00000077939,0,0,0,0,0,0,0
ENSMUSG00000061518,4866,3717,7198,8378,5684,9149,4170
ENSMUSG00000037351,4138,2904,3027,3232,3605,3714,3312
ENSMUSG00000102416,1,1,1,0,0,0,2
ENSMUSG00000104237,0,0,0,0,0,0,0
ENSMUSG00000026117,69,73,7,4,81,13,41
ENSMUSG00000097291,0,0,0,0,0,0,0
ENSMUSG00000026116,3557,2487,1712,1747,2429,1978,2702
ENSMUSG00000103016,1,0,0,0,0,0,0
ENSMUSG00000102930,1,0,1,0,1,0,1
ENSMUSG00000103159,1,1,0,0,1,1,1
ENSMUSG00000080054,0,0,0,0,0,0,0
ENSMUSG00000095944,0,0,0,0,1,0,0
ENSMUSG00000050122,5,2,0,1,2,1,2
ENSMUSG00000103603,0,0,0,0,0,0,0
ENSMUSG00000026114,1,3,0,0,3,0,1
ENSMUSG00000102231,0,0,0,0,0,0,0
ENSMUSG00000026113,728,532,303,327,589,340,601
ENSMUSG00000086064,0,1,0,0,0,0,0
ENSMUSG00000102879,0,0,0,0,0,0,0
ENSMUSG00000026112,3940,3041,3010,2684,3387,3489,3189
ENSMUSG00000026111,1059,773,513,660,858,703,802
ENSMUSG00000026110,1957,1403,1389,1282,1654,1404,1614
ENSMUSG00000103948,0,3,0,1,1,4,0
ENSMUSG00000087233,1,0,0,0,0,0,0
ENSMUSG00000026090,81,64,12,28,69,38,70
ENSMUSG00000089767,0,0,0,0,1,1,1
ENSMUSG00000104365,0,0,0,0,0,0,0
ENSMUSG00000102650,0,0,0,0,0,0,0
ENSMUSG00000060771,305,226,119,137,208,129,255
ENSMUSG00000097268,1,1,0,0,1,0,1
ENSMUSG00000037216,198,135,112,141,161,141,154
ENSMUSG00000026088,495,401,183,141,482,193,361
ENSMUSG00000026087,1459,992,989,1304,1306,1209,1102
ENSMUSG00000061584,0,0,0,0,0,0,0
ENSMUSG00000087374,0,0,0,0,0,0,0
ENSMUSG00000026085,0,0,0,0,0,0,0
ENSMUSG00000089141,0,0,0,0,0,0,0
ENSMUSG00000058407,1984,1520,822,1110,1763,1123,1532
ENSMUSG00000026083,5400,4341,2127,3258,4727,2786,4166
ENSMUSG00000026082,400,352,233,273,376,264,297
ENSMUSG00000103804,6,6,7,2,8,1,3
ENSMUSG00000102716,0,0,0,0,0,0,1
ENSMUSG00000037138,50,80,20,75,54,77,64
ENSMUSG00000085391,0,0,0,0,0,0,0
ENSMUSG00000085280,0,0,0,0,0,0,0
ENSMUSG00000087131,0,2,0,0,1,2,0
ENSMUSG00000102984,0,0,0,0,0,0,0
ENSMUSG00000102541,0,0,0,0,0,0,0
ENSMUSG00000103531,0,3,0,0,0,0,1
ENSMUSG00000048814,49,23,0,6,18,0,33
ENSMUSG00000026080,52,56,4,6,53,6,45
ENSMUSG00000103647,0,0,0,0,0,0,0
ENSMUSG00000102447,0,0,0,0,0,0,0
ENSMUSG00000067604,0,0,0,0,0,0,0
ENSMUSG00000026078,1318,1269,641,851,1335,959,1145
ENSMUSG00000103046,86,60,27,26,62,30,57
ENSMUSG00000104188,0,0,0,0,0,0,0
ENSMUSG00000103182,0,0,0,0,0,0,0
ENSMUSG00000098833,0,0,0,0,0,0,0
ENSMUSG00000026077,526,244,141,145,294,95,460
ENSMUSG00000092553,0,0,0,0,0,0,0
ENSMUSG00000092563,8,0,0,2,1,1,1
ENSMUSG00000073702,4906,2733,1575,2384,4615,2023,3634
ENSMUSG00000003134,805,599,168,228,621,193,460
ENSMUSG00000102607,0,0,0,0,0,0,0
ENSMUSG00000104827,0,0,0,0,0,0,0
ENSMUSG00000065629,0,0,0,0,0,0,0
ENSMUSG00000003135,1186,938,764,1081,1070,998,893
ENSMUSG00000085894,117,91,28,89,168,97,138
ENSMUSG00000077704,12,5,1,4,14,7,11
ENSMUSG00000048234,1925,1314,1107,719,1318,1115,1409
ENSMUSG00000064936,4,0,1,5,4,4,6
ENSMUSG00000102471,0,1,0,2,2,1,1
ENSMUSG00000050967,8,14,3,1,6,1,11
ENSMUSG00000097083,1,0,0,0,0,0,0
ENSMUSG00000057173,5,8,3,2,10,2,4
ENSMUSG00000091937,0,0,0,0,0,0,0
ENSMUSG00000101634,0,0,0,0,1,0,0
ENSMUSG00000026074,5573,3804,792,1032,3899,991,4153
ENSMUSG00000102985,0,0,0,0,0,0,1
ENSMUSG00000026073,40,29,3,1,53,7,29
ENSMUSG00000097899,3,2,0,1,3,2,1
ENSMUSG00000102975,0,0,0,0,0,3,0
ENSMUSG00000026072,1231,766,163,242,800,186,980
ENSMUSG00000103560,4,0,1,1,5,1,0
ENSMUSG00000070942,669,528,22,50,626,42,404
ENSMUSG00000103230,3,10,2,1,7,0,4
ENSMUSG00000026069,160,186,14,11,106,4,108
ENSMUSG00000026070,475,182,17,38,324,45,343
ENSMUSG00000026068,229,160,10,8,180,8,161
ENSMUSG00000104441,0,0,0,0,0,0,0
ENSMUSG00000026065,272,164,41,58,133,39,250
ENSMUSG00000102676,4,2,2,0,4,2,3
ENSMUSG00000026062,728,705,1179,1151,777,1632,663
ENSMUSG00000103679,2,2,13,7,0,9,3
ENSMUSG00000103270,9,4,8,13,12,14,7
ENSMUSG00000041945,95,104,119,77,86,164,114
ENSMUSG00000079588,17,13,14,22,18,21,21
ENSMUSG00000094136,0,0,0,0,0,0,0
ENSMUSG00000104072,0,0,0,0,0,0,0
ENSMUSG00000100185,0,0,0,0,0,0,0
ENSMUSG00000100832,0,0,0,0,0,0,0
ENSMUSG00000100178,0,0,0,0,0,0,0
ENSMUSG00000101877,0,0,0,0,0,0,0
ENSMUSG00000053640,0,0,0,0,0,0,0
ENSMUSG00000101919,0,0,0,0,0,0,0
ENSMUSG00000101299,1,0,0,0,0,0,0
ENSMUSG00000100180,0,0,0,0,0,0,0
ENSMUSG00000103106,0,2,5,3,0,9,0
ENSMUSG00000060424,172,135,219,304,160,330,115
ENSMUSG00000104199,2,0,0,2,3,13,2
ENSMUSG00000093436,18,7,37,21,17,48,11
ENSMUSG00000045515,4107,2616,4298,4005,3689,6724,3104
ENSMUSG00000097063,222,170,163,221,234,230,183
ENSMUSG00000099784,1,4,4,8,7,2,2
ENSMUSG00000060679,1269,1020,915,1208,1362,1305,993
ENSMUSG00000077448,0,0,0,0,0,0,0
ENSMUSG00000041907,13,5,0,0,18,0,8
ENSMUSG00000089088,0,0,0,0,0,0,0
ENSMUSG00000070939,2128,1653,1845,1798,1675,1879,1722
ENSMUSG00000100269,0,0,0,0,0,0,0
ENSMUSG00000041878,22,13,18,23,16,11,13
ENSMUSG00000010290,756,523,309,316,595,409,613
ENSMUSG00000008136,2126,1811,196,246,2263,189,1519
ENSMUSG00000094497,22,33,15,32,34,29,28
ENSMUSG00000099576,3,6,0,1,1,1,2
ENSMUSG00000099694,0,0,0,0,0,0,0
ENSMUSG00000101923,0,0,0,0,0,0,0
ENSMUSG00000066877,1384,1053,470,468,1248,518,1215
ENSMUSG00000103422,0,0,0,0,0,0,0
ENSMUSG00000103945,19,15,5,6,13,1,14
ENSMUSG00000026051,192,163,17,20,189,7,148
ENSMUSG00000100764,6,2,3,5,6,4,3
ENSMUSG00000100635,6,8,10,2,6,0,2
ENSMUSG00000100480,11,7,10,8,3,3,0
ENSMUSG00000057363,1830,1256,1306,1368,1491,1261,1490
ENSMUSG00000090243,3,0,2,0,0,2,1
ENSMUSG00000100701,4,1,3,4,3,9,4
ENSMUSG00000101395,1,0,0,4,0,0,0
ENSMUSG00000088848,0,0,0,0,0,0,0
ENSMUSG00000095757,0,0,0,0,0,0,0
ENSMUSG00000041763,2065,1396,732,746,1496,793,1569
ENSMUSG00000047343,4,11,4,2,5,3,0
ENSMUSG00000090106,0,0,0,0,0,0,0
ENSMUSG00000091844,7,1,0,1,2,0,6
ENSMUSG00000026049,133,86,45,63,91,40,96
ENSMUSG00000101104,0,0,0,0,0,0,0
ENSMUSG00000026047,783,507,265,286,537,330,555
ENSMUSG00000041684,830,586,534,422,648,484,649
ENSMUSG00000026048,863,711,548,586,753,592,649
ENSMUSG00000046828,0,0,0,0,0,1,0
ENSMUSG00000089703,1,0,0,0,0,2,0
ENSMUSG00000100966,0,0,0,0,0,0,0
ENSMUSG00000100769,0,0,0,0,0,0,0
ENSMUSG00000101567,6,3,2,3,1,1,2
ENSMUSG00000056870,533,417,82,88,459,76,407
ENSMUSG00000102319,10,12,1,3,9,2,6
ENSMUSG00000089877,3,1,0,2,5,1,4
ENSMUSG00000101701,1,0,1,0,0,0,0
ENSMUSG00000103071,1,0,0,0,0,0,1
ENSMUSG00000100434,0,0,0,1,0,0,0
ENSMUSG00000100013,0,0,0,0,0,0,0
ENSMUSG00000101251,0,0,0,0,0,0,0
ENSMUSG00000101937,0,0,0,0,0,0,0
ENSMUSG00000026043,54755,31847,923,974,43410,530,41664
ENSMUSG00000105211,0,0,0,0,0,0,0
ENSMUSG00000026042,7886,4532,189,150,5336,86,5399
ENSMUSG00000104476,11,11,1,0,8,0,2
ENSMUSG00000100218,0,0,0,0,0,0,0
ENSMUSG00000100361,1,0,0,0,0,0,0
ENSMUSG00000100894,0,0,0,0,0,0,0
ENSMUSG00000095121,0,0,0,0,0,0,0
ENSMUSG00000065255,0,0,0,0,0,0,0
ENSMUSG00000100843,5,2,0,0,4,0,5
ENSMUSG00000087764,0,0,0,0,0,0,0
ENSMUSG00000025995,923,585,287,343,627,291,771
ENSMUSG00000099850,0,0,0,0,0,0,0
ENSMUSG00000084817,10,7,2,12,1,13,9
ENSMUSG00000098549,0,0,0,0,0,0,0
ENSMUSG00000099381,4,5,8,8,2,2,4
ENSMUSG00000025993,5574,3682,1900,1824,4412,1532,4773
ENSMUSG00000099946,0,0,0,0,0,0,0
ENSMUSG00000070896,0,0,0,0,0,1,0
ENSMUSG00000090682,0,0,0,0,0,0,0
ENSMUSG00000044457,0,1,1,0,0,0,0
ENSMUSG00000099432,0,0,0,0,0,0,0
ENSMUSG00000041144,154,129,100,113,172,84,107
ENSMUSG00000096047,0,0,0,0,0,0,0
ENSMUSG00000101262,2,3,0,4,1,5,4
ENSMUSG00000101337,1,5,5,6,11,0,4
ENSMUSG00000025986,2296,1367,470,420,1436,468,1794
ENSMUSG00000100213,170,128,58,67,173,70,135
ENSMUSG00000103129,0,0,0,0,0,0,0
ENSMUSG00000100160,1,0,1,0,0,0,0
ENSMUSG00000101921,0,0,0,0,0,0,0
ENSMUSG00000101447,0,0,0,0,0,0,0
ENSMUSG00000081185,1,1,0,0,0,0,1
ENSMUSG00000103246,0,0,0,0,0,0,0
ENSMUSG00000098876,0,0,0,0,0,0,0
ENSMUSG00000100530,0,0,0,0,0,0,0
ENSMUSG00000104067,0,0,0,0,0,0,0
ENSMUSG00000100033,6,4,3,7,3,3,4
ENSMUSG00000094968,0,0,0,0,0,0,0
ENSMUSG00000088017,0,0,0,0,0,0,0
ENSMUSG00000101996,0,0,0,0,0,0,0
ENSMUSG00000096973,3,3,3,5,1,2,2
ENSMUSG00000064943,0,0,0,0,0,0,0
ENSMUSG00000100866,0,0,0,0,0,0,0
ENSMUSG00000101721,0,0,0,0,0,0,0
ENSMUSG00000099376,0,0,0,0,0,0,0
ENSMUSG00000097883,1,3,0,5,2,2,1
ENSMUSG00000092790,0,0,0,0,0,0,0
ENSMUSG00000099698,0,0,0,0,0,0,0
ENSMUSG00000099454,0,0,0,0,0,0,0
ENSMUSG00000051616,0,0,0,0,0,0,0
ENSMUSG00000099627,0,0,0,0,0,0,0
ENSMUSG00000099577,0,0,0,0,0,0,0
ENSMUSG00000099882,0,0,0,0,0,0,0
ENSMUSG00000101760,0,0,0,0,0,0,0
ENSMUSG00000099608,0,0,0,1,0,0,0
ENSMUSG00000099864,0,0,0,0,0,0,0
ENSMUSG00000098249,0,0,0,0,0,0,0
ENSMUSG00000100451,0,0,0,0,0,0,0
ENSMUSG00000099941,0,0,0,0,0,0,0
ENSMUSG00000084531,0,0,0,0,0,0,0
ENSMUSG00000100816,0,0,0,0,0,0,0
ENSMUSG00000026109,6,6,3,0,0,1,18
ENSMUSG00000100671,0,0,0,0,0,0,0
ENSMUSG00000092906,0,0,0,0,0,0,0
ENSMUSG00000101242,0,0,0,0,0,0,0
ENSMUSG00000099924,0,0,0,0,0,0,0
ENSMUSG00000099625,1,0,0,0,0,0,0
ENSMUSG00000101799,1,0,0,0,0,0,0
ENSMUSG00000045954,542,462,789,640,507,811,488
ENSMUSG00000099741,0,0,0,0,0,0,0
ENSMUSG00000101702,0,0,0,4,0,0,0
ENSMUSG00000026107,1569,1375,1515,1369,1347,2165,1565
ENSMUSG00000099413,67,39,148,111,51,141,60
ENSMUSG00000103424,0,0,0,0,0,0,0
ENSMUSG00000101741,0,0,0,0,1,2,0
ENSMUSG00000018417,1637,1174,262,372,1263,262,1260
ENSMUSG00000101724,0,0,0,0,0,0,0
ENSMUSG00000100313,0,0,0,0,0,0,0
ENSMUSG00000100696,0,0,0,0,0,0,1
ENSMUSG00000099135,0,0,0,0,0,0,0
ENSMUSG00000072324,1,58,1,2,4,2,109
ENSMUSG00000062939,31,38,1,5,37,3,17
ENSMUSG00000101628,3,0,1,0,1,0,2
ENSMUSG00000078291,0,1,0,0,0,0,0
ENSMUSG00000026104,880,732,203,238,927,269,923
ENSMUSG00000099569,1,2,1,0,0,0,2
ENSMUSG00000026103,10847,7578,5176,5410,8354,5971,9201
ENSMUSG00000099648,4,3,0,1,2,0,11
ENSMUSG00000065192,0,0,0,0,0,0,0
ENSMUSG00000002881,1465,1124,779,828,1119,1066,1276
ENSMUSG00000097833,12,5,0,4,5,2,8
ENSMUSG00000101501,11,8,0,1,6,3,2
ENSMUSG00000100120,8,4,1,4,8,3,3
ENSMUSG00000099878,1,0,0,0,0,0,0
ENSMUSG00000100007,0,1,1,0,1,0,0
ENSMUSG00000043015,346,287,52,87,333,61,267
ENSMUSG00000103630,3,2,0,2,6,1,3
ENSMUSG00000041439,1472,960,661,693,1091,893,1149
ENSMUSG00000100302,0,0,1,0,0,2,0
ENSMUSG00000100230,0,0,0,0,0,0,0
ENSMUSG00000026102,375,413,222,218,418,267,311
ENSMUSG00000041426,715,599,1070,1139,787,1444,647
ENSMUSG00000089802,0,0,0,0,0,0,0
ENSMUSG00000043629,12,11,41,29,22,85,12
ENSMUSG00000026100,0,0,0,0,0,0,0
ENSMUSG00000089334,0,0,0,0,0,0,0
ENSMUSG00000060715,2,2,0,0,4,4,2
ENSMUSG00000026098,155,116,82,79,134,72,98
ENSMUSG00000100763,1,0,0,1,0,0,0
ENSMUSG00000026097,364,280,190,216,334,224,267
ENSMUSG00000100679,0,0,0,0,0,0,0
ENSMUSG00000026096,320,281,339,331,277,420,250
ENSMUSG00000099913,4,3,2,1,5,4,6
ENSMUSG00000101838,1,0,1,2,1,1,2
ENSMUSG00000026095,243,172,110,167,271,156,193
ENSMUSG00000100267,0,0,0,0,0,0,0
ENSMUSG00000099450,0,0,0,0,0,0,0
ENSMUSG00000100069,0,0,0,0,0,0,0
ENSMUSG00000096141,12,11,1,5,4,3,10
ENSMUSG00000092657,0,0,0,0,0,0,0
ENSMUSG00000026094,975,682,148,116,556,125,629
ENSMUSG00000102405,0,0,0,0,0,0,0
ENSMUSG00000042807,192,161,121,215,154,143,147
ENSMUSG00000098443,0,0,0,0,0,0,0
ENSMUSG00000087949,0,0,0,0,0,0,0
ENSMUSG00000102868,0,0,0,0,0,0,0
ENSMUSG00000094013,0,0,0,0,0,0,0
ENSMUSG00000025983,11,11,6,2,24,1,5
ENSMUSG00000041303,700,504,376,381,544,452,510
ENSMUSG00000073678,853,634,671,429,599,592,733
ENSMUSG00000104136,0,0,1,0,0,3,2
ENSMUSG00000101130,0,1,0,0,0,0,0
ENSMUSG00000052331,825,745,395,366,618,374,556
ENSMUSG00000101674,0,0,1,0,0,0,1
ENSMUSG00000102503,2,2,1,0,0,2,0
ENSMUSG00000089245,0,0,0,0,0,0,0
ENSMUSG00000102642,3,0,5,0,1,2,1
ENSMUSG00000025982,9603,7086,4090,4587,7948,4675,7015
ENSMUSG00000103030,14,13,9,24,20,8,14
ENSMUSG00000025981,903,600,638,831,793,794,736
ENSMUSG00000101122,31,45,17,37,40,30,27
ENSMUSG00000025980,5409,4669,6782,7456,4429,8876,4637
ENSMUSG00000073676,840,572,659,1183,801,1110,730
ENSMUSG00000100736,1,0,0,1,1,0,2
ENSMUSG00000089670,1,4,3,2,3,4,1
ENSMUSG00000025979,1032,815,713,794,929,842,959
ENSMUSG00000061863,0,0,0,0,2,1,0
ENSMUSG00000025978,300,241,57,76,302,52,200
ENSMUSG00000097649,39,18,9,11,45,3,33
ENSMUSG00000046994,376,280,245,237,279,299,298
ENSMUSG00000025977,3,5,2,0,0,2,5
ENSMUSG00000100215,102,35,18,18,105,14,60
ENSMUSG00000101945,0,0,0,0,0,0,0
ENSMUSG00000101085,0,0,0,0,0,0,0
ENSMUSG00000038349,868,681,682,563,681,591,640
ENSMUSG00000102145,18,13,21,5,13,6,10
ENSMUSG00000100309,0,0,0,0,0,0,0
ENSMUSG00000102831,1,2,2,0,1,0,1
ENSMUSG00000099950,0,0,2,1,0,0,0
ENSMUSG00000102491,0,0,0,0,0,0,0
ENSMUSG00000100372,0,0,0,0,0,0,0
ENSMUSG00000100944,0,0,0,0,0,0,1
ENSMUSG00000101332,0,0,0,0,0,0,0
ENSMUSG00000045336,0,0,0,0,0,0,0
ENSMUSG00000038331,455,360,640,674,457,839,519
ENSMUSG00000087022,57,41,112,121,88,126,48
ENSMUSG00000104310,1,0,1,2,2,5,0
ENSMUSG00000094128,0,0,0,0,0,0,0
ENSMUSG00000099945,0,0,0,0,0,0,0
ENSMUSG00000101429,0,0,0,0,0,0,0
ENSMUSG00000101129,0,0,0,0,0,0,0
ENSMUSG00000097519,6,3,0,0,3,0,5
ENSMUSG00000038323,280,186,118,123,268,129,224
ENSMUSG00000048495,273,222,132,126,238,112,237
ENSMUSG00000025971,411,371,296,429,396,396,314
ENSMUSG00000077776,0,0,0,0,0,0,0
ENSMUSG00000088353,0,0,0,0,0,0,0
ENSMUSG00000101826,0,0,0,0,0,0,0
ENSMUSG00000102685,0,0,0,0,0,0,0
ENSMUSG00000101151,0,0,0,0,0,0,0
ENSMUSG00000038305,659,488,439,655,529,682,467
ENSMUSG00000091283,0,0,0,1,0,1,0
ENSMUSG00000054770,644,475,202,210,505,209,434
ENSMUSG00000026039,63,64,5,5,79,3,80
ENSMUSG00000063558,63,77,18,14,58,10,65
ENSMUSG00000064294,20,6,22,78,24,39,7
ENSMUSG00000089275,0,0,0,0,0,0,0
ENSMUSG00000038242,4,9,0,0,6,0,4
ENSMUSG00000089822,0,0,0,0,0,0,0
ENSMUSG00000079554,9,7,3,3,13,5,8
ENSMUSG00000103839,144,120,49,59,153,70,106
ENSMUSG00000051223,6462,4389,2693,2590,4871,2968,5250
ENSMUSG00000026034,4744,4206,2493,3387,4899,3218,3435
ENSMUSG00000026035,569,458,218,318,603,248,481
ENSMUSG00000026036,866,594,421,477,671,482,643
ENSMUSG00000026037,676,417,286,337,530,309,493
ENSMUSG00000094245,4,5,2,1,3,3,0
ENSMUSG00000085054,27,22,11,16,31,16,18
ENSMUSG00000038174,640,578,893,626,533,995,730
ENSMUSG00000026032,1358,1366,1647,2390,1624,2189,1041
ENSMUSG00000100202,0,0,0,0,0,0,0
ENSMUSG00000099490,0,0,0,0,0,0,0
ENSMUSG00000059647,0,0,0,0,0,0,0
ENSMUSG00000047528,11,26,58,57,27,43,7
ENSMUSG00000102059,72,54,23,25,83,23,63
ENSMUSG00000101046,0,0,0,0,0,0,0
ENSMUSG00000026031,4058,3857,2780,3060,3640,3497,3325
ENSMUSG00000100236,0,0,0,0,0,0,1
ENSMUSG00000026029,1610,1539,547,740,1534,641,1353
ENSMUSG00000102719,15,11,4,6,20,5,17
ENSMUSG00000099719,1,0,1,4,2,2,0
ENSMUSG00000026028,3330,2835,3981,3564,2738,4624,2761
ENSMUSG00000026027,1033,813,989,1125,916,1296,908
ENSMUSG00000047383,0,0,0,0,0,2,0
ENSMUSG00000099752,0,0,0,0,0,0,0
ENSMUSG00000072295,0,0,0,0,1,2,0
ENSMUSG00000077616,0,0,0,0,0,0,0
ENSMUSG00000038079,763,593,459,421,686,464,677
ENSMUSG00000097573,44,25,26,46,48,46,44
ENSMUSG00000079550,35,23,20,38,34,34,18
ENSMUSG00000101586,23,29,8,6,38,14,38
ENSMUSG00000099563,0,0,0,2,3,0,1
ENSMUSG00000026024,1139,1000,757,870,879,916,1049
ENSMUSG00000026023,2,0,0,1,4,0,1
ENSMUSG00000099922,0,0,0,0,0,0,0
ENSMUSG00000104502,3,0,0,0,3,1,1
ENSMUSG00000041075,1443,1098,543,537,1237,731,1354
ENSMUSG00000097819,27,24,8,14,37,14,17
ENSMUSG00000047361,11,25,5,9,16,14,10
ENSMUSG00000099811,0,0,0,0,0,0,0
ENSMUSG00000101409,0,0,0,0,0,0,0
ENSMUSG00000026021,1365,1211,608,923,1317,889,909
ENSMUSG00000089276,0,0,0,0,0,0,0
ENSMUSG00000103821,28,30,12,17,17,18,30
ENSMUSG00000101400,1,1,1,5,4,1,3
ENSMUSG00000026020,1813,1157,491,579,1320,532,1372
ENSMUSG00000077345,0,0,0,0,0,0,0
ENSMUSG00000077358,0,0,0,0,0,0,0
ENSMUSG00000089512,1,0,1,0,0,0,5
ENSMUSG00000089093,0,0,0,0,0,1,0
ENSMUSG00000067336,3607,2214,1629,1146,2287,1606,2694
ENSMUSG00000104052,1,2,0,0,0,0,2
ENSMUSG00000103131,0,0,0,1,0,2,1
ENSMUSG00000041040,1299,1087,835,828,1056,791,1045
ENSMUSG00000103696,1,3,5,2,0,2,0
ENSMUSG00000100901,2,0,0,0,0,3,0
ENSMUSG00000026018,11,11,6,8,12,4,9
ENSMUSG00000026019,763,524,284,408,573,316,555
ENSMUSG00000026017,378,293,177,168,328,184,295
ENSMUSG00000082609,0,0,0,0,0,0,0
ENSMUSG00000073664,2551,1659,932,833,1799,1026,2428
ENSMUSG00000100516,0,0,0,0,0,0,0
ENSMUSG00000049439,865,581,335,365,675,324,641
ENSMUSG00000103822,1,3,1,0,2,0,2
ENSMUSG00000026782,1030,845,516,474,850,605,817
ENSMUSG00000026014,1748,1090,467,502,1263,507,1615
ENSMUSG00000081562,2,0,0,1,3,0,2
ENSMUSG00000084400,0,0,0,0,0,0,0
ENSMUSG00000082160,0,0,0,0,0,0,0
ENSMUSG00000103215,0,0,0,0,0,0,0
ENSMUSG00000088973,0,0,0,0,0,0,0
ENSMUSG00000084151,0,0,0,0,0,0,0
ENSMUSG00000101188,89,72,19,32,50,21,69
ENSMUSG00000026012,36,65,5,5,40,2,40
ENSMUSG00000086795,1,3,0,0,1,0,0
ENSMUSG00000085965,1,0,0,0,1,0,0
ENSMUSG00000104069,0,2,0,0,0,0,2
ENSMUSG00000083118,0,0,0,0,0,0,0
ENSMUSG00000083355,0,1,0,0,0,1,0
ENSMUSG00000102549,0,0,0,0,0,0,0
ENSMUSG00000026011,36,24,0,0,15,0,2
ENSMUSG00000081382,25,7,3,11,24,13,12
ENSMUSG00000080800,0,0,0,0,0,0,0
ENSMUSG00000026009,69,81,4,5,56,4,49
ENSMUSG00000102561,1,0,0,0,0,0,0
ENSMUSG00000082804,3,0,1,1,2,0,1
ENSMUSG00000082661,0,0,0,0,0,0,0
ENSMUSG00000080785,0,0,0,0,0,0,0
ENSMUSG00000100893,0,0,0,0,0,0,0
ENSMUSG00000085248,0,0,0,0,0,0,0
ENSMUSG00000085447,0,1,0,1,1,1,1
ENSMUSG00000086408,0,0,0,0,0,0,0
ENSMUSG00000089546,0,0,0,0,0,0,0
ENSMUSG00000100965,0,0,0,0,0,0,0
ENSMUSG00000102168,0,0,0,0,0,0,0
ENSMUSG00000100381,0,0,0,0,0,0,0
ENSMUSG00000086009,0,0,1,0,1,1,0
ENSMUSG00000052062,682,484,296,288,515,314,488
ENSMUSG00000103656,2,0,0,2,0,0,0
ENSMUSG00000104402,1,2,0,1,1,0,0
ENSMUSG00000104081,0,0,0,1,0,0,0
ENSMUSG00000085842,2,0,0,0,0,0,0
ENSMUSG00000103002,1,0,3,0,0,0,0
ENSMUSG00000100344,0,0,0,0,0,0,0
ENSMUSG00000101509,0,0,0,0,0,0,0
ENSMUSG00000085019,1,1,0,0,0,0,0
ENSMUSG00000102359,0,0,0,0,2,0,0
ENSMUSG00000085400,3,1,0,0,1,0,1
ENSMUSG00000100750,0,1,0,1,0,0,0
ENSMUSG00000081950,2,0,0,0,0,0,0
ENSMUSG00000084333,0,0,1,1,2,1,1
ENSMUSG00000025969,3212,2582,635,772,2642,485,2174
ENSMUSG00000100811,0,0,2,0,0,0,0
ENSMUSG00000103032,46,29,8,11,40,10,34
ENSMUSG00000100426,1,0,14,20,5,27,0
ENSMUSG00000040865,2201,1557,881,997,1715,1119,1698
ENSMUSG00000104991,0,0,0,0,0,0,0
ENSMUSG00000088953,0,0,0,0,0,0,0
ENSMUSG00000081617,1,0,0,0,0,0,0
ENSMUSG00000081429,0,2,0,0,1,1,4
ENSMUSG00000084799,89,73,78,65,85,65,60
ENSMUSG00000101599,398,346,302,332,421,376,335
ENSMUSG00000025968,2975,2484,5549,5353,2626,6559,2401
ENSMUSG00000077884,0,0,0,0,0,0,0
ENSMUSG00000025967,7267,4983,2607,3297,6570,3494,5515
ENSMUSG00000098850,0,0,0,0,0,0,0
ENSMUSG00000064612,4,3,1,2,6,0,1
ENSMUSG00000105060,0,0,0,0,0,0,0
ENSMUSG00000064602,10,10,4,5,10,3,8
ENSMUSG00000046856,7,11,0,1,1,0,6
ENSMUSG00000094290,0,0,0,0,0,0,0
ENSMUSG00000086730,0,0,0,0,0,0,0
ENSMUSG00000102536,0,0,0,0,0,0,0
ENSMUSG00000087561,0,0,0,0,0,0,0
ENSMUSG00000092705,0,0,0,0,0,0,0
ENSMUSG00000027520,28,26,2,2,23,3,14
ENSMUSG00000094214,0,0,0,0,0,0,0
ENSMUSG00000083039,0,0,0,0,0,0,0
ENSMUSG00000081643,10,3,5,9,11,2,8
ENSMUSG00000025964,146,157,11,6,72,5,43
ENSMUSG00000087823,0,0,0,0,1,0,0
ENSMUSG00000069085,0,0,0,0,0,0,0
ENSMUSG00000083066,0,0,0,0,0,0,0
ENSMUSG00000025963,8,7,6,18,10,6,5
ENSMUSG00000025962,675,556,501,611,612,629,665
ENSMUSG00000025961,2,5,6,6,1,5,10
ENSMUSG00000080817,1,0,0,0,0,0,0
ENSMUSG00000082373,0,1,0,0,0,0,0
ENSMUSG00000044689,13,9,0,0,12,0,8
ENSMUSG00000025959,686,427,174,166,413,170,517
ENSMUSG00000097272,0,0,0,0,0,0,0
ENSMUSG00000098487,0,0,0,0,0,0,0
ENSMUSG00000086836,0,1,1,1,0,0,0
ENSMUSG00000086721,0,1,0,2,2,0,1
ENSMUSG00000101895,0,1,0,0,1,1,0
ENSMUSG00000093228,0,0,0,0,0,0,0
ENSMUSG00000099658,0,0,0,0,0,0,0
ENSMUSG00000025958,2336,1423,771,828,1558,965,1711
ENSMUSG00000025956,440,425,160,144,477,159,357
ENSMUSG00000101832,5,4,4,5,4,1,6
