"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Amino acid metabolism","mmu00280","Valine, leucine and isoleucine degradation","48/4646","57/9575",0.842105263157895,1.73550535831615,5.40701188064385,2.12260029325947e-08,2.61534678990899e-07,8.69787338215348e-08,"227095/11761/71724/71872/56752/56357/15108/72039/13171/15107/11364/72535/15356/97212/231086/11409/11669/78894/58875/12035/12039/12036/73724/66885/93747/257633/110821/66948/110446/12040/66904/235674/113868/11671/11992/78038/208715/13382/104776/67041/268782/268860/74147/224530/110460/17850/110695/52538",48
"Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis","234/4646","375/9575",0.624,1.28600947051227,5.48540931143938,2.49642078745623e-08,2.96987990231862e-07,9.87694612822972e-08,"12859/226977/66495/74018/227197/13869/22145/67273/66052/641376/226646/11949/22030/269254/74412/227699/227720/68375/19177/21353/228033/229279/59015/68349/19182/51897/228361/20511/12359/56488/84682/12048/56491/67126/56436/104130/54405/66142/237082/66046/66377/18645/94232/77595/19172/11950/73205/230075/53598/18391/67305/66576/595136/68943/67680/12371/21938/56717/230908/19181/22241/12861/18125/20239/67151/74781/11461/17992/68202/70699/68198/13063/54563/110379/12122/21937/66108/14812/66091/333182/232943/53333/57296/12865/110323/18226/12028/14814/68197/381917/67003/70316/59288/233908/23997/12869/26408/103199/215999/103172/66043/75406/66594/69736/11783/66414/103468/11947/211323/12367/67184/17274/66916/71805/12857/22152/66413/11744/110084/100504663/11727/19173/18040/18039/19057/12362/12364/66925/26441/12858/12866/14775/22273/66152/380684/22433/19324/22333/22272/14778/26397/327954/22059/19175/18643/18126/11951/26446/22123/15114/56208/19184/66997/52639/14813/71679/69926/21681/75512/66694/22151/73710/75477/56085/67530/407785/66945/12867/69590/17993/382562/56444/19179/76559/16593/13411/170762/12864/67819/66218/66445/67130/19094/22143/22142/19132/67942/15382/68194/100041273/100042503/68942/11957/20655/28080/50873/19170/68342/16440/26416/26415/20383/13417/78330/66416/21926/22154/74764/271457/69875/22153/72900/225027/20463/17184/17991/67665/67951/11946/225887/17995/12460/16594/12015/12868/67264/54130/17716/17717/17708/17719/17721/17722/17711",234
"Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton","154/4646","234/9575",0.658119658119658,1.35632710428233,5.35755954316387,5.0610240927518e-08,5.82017770666457e-07,1.93561974073666e-07,"226970/14268/76709/74117/12767/67771/23797/18718/69379/15139/227753/74192/16420/16401/16410/214230/14178/228785/98932/20779/11836/73341/17698/54004/18481/14163/19241/14173/18645/23920/404710/18720/213119/18176/57257/13645/14745/230558/18710/242687/12540/18707/242894/14184/18595/231637/56378/16885/18590/14673/11461/56443/11867/73178/14701/68089/20315/381810/16653/232807/16801/71960/20130/20430/29875/18479/66922/17907/16408/16409/16411/381924/14183/15461/16334/83767/16414/23805/26396/18717/17931/117150/16404/54126/14182/213435/16412/22330/14180/66214/56419/71785/19684/319480/74769/11848/104099/16886/66713/14172/76884/77579/18643/16407/237860/216963/16400/108083/16399/16416/192897/108100/170758/12671/14186/75477/14062/544963/18708/16398/109700/382562/76820/19878/20259/20663/109711/12062/11651/320910/12274/109828/223601/17886/19354/18591/16421/16402/105855/385643/16644/224105/16419/107589/21844/22350/22324/67268/20662/14164/18596/245857/12631/18719",154
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","68/4646","89/9575",0.764044943820225,1.57462986161831,5.28747758727708,6.16038783187607e-08,6.85591549031369e-07,2.28007563217145e-07,"14268/12829/12828/12835/16782/226519/16780/23928/16420/16401/16410/12505/21825/16776/94216/242022/21827/64051/213119/114249/21923/329872/12840/15530/11603/12491/19699/231470/666279/13406/15891/20750/12843/16773/16775/12834/12833/16404/12826/12827/16412/319480/245026/13138/104099/15366/22370/12842/16400/16399/16416/192897/21828/75209/16398/109700/20969/16777/320910/16421/16402/14724/16419/16423/21826/81877/16772/16774",68
"Human Diseases","Infectious disease: viral","mmu05162","Measles","102/4646","145/9575",0.703448275862069,1.44974542431754,5.29787629736541,6.70376854530027e-08,7.22750046290186e-07,2.40365385341359e-07,"20846/12370/12487/56489/14103/14130/27218/23797/16184/71586/27103/16176/228607/12995/12048/16179/16151/17698/16186/56382/170743/24088/56417/18033/12448/230073/21898/16476/16451/18710/12371/18707/22062/12571/16193/68098/26414/246728/246727/23961/23960/246730/15467/13063/12122/12444/170770/18036/12447/12028/54123/12443/21929/11783/12567/20847/12566/170786/170780/170779/69165/170776/12367/16453/71609/16391/54721/15481/12502/12500/12501/74769/81897/17874/14694/26420/22059/20851/20850/20848/18708/18035/14281/22031/11651/16185/266632/208650/15976/15975/17857/17858/12018/15511/193740/13001/12445/19106/19697/12015/14102/12675",102
"Cellular Processes","Cell growth and death","mmu04210","Apoptosis","96/4646","135/9575",0.711111111111111,1.46553785813364,5.28862527796826,6.96862358337606e-08,7.28537920080224e-07,2.42290261750555e-07,"12633/12370/22145/14103/23797/12334/22030/13804/22029/12125/12048/26926/16151/22035/18211/16905/13038/13040/17210/18049/18176/12368/18033/16476/18710/12371/18707/13368/26414/19249/12123/11461/12366/13063/13197/64704/16438/12122/21937/16653/16439/170770/12028/13032/15461/13033/26408/16907/17873/26396/11783/12367/71609/16188/11546/14939/13030/21933/12364/11797/11796/12047/12044/12045/13036/74769/235587/26420/22059/18952/53859/11799/23882/13039/18708/18035/14281/11651/12984/12983/22143/22142/18607/12018/16440/21926/16906/58801/56464/13041/19697/12333/12015/14102/12675/12369",96
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway","130/4646","193/9575",0.673575129533679,1.38817948025936,5.28896167015331,7.32364101282706e-08,7.43134161595687e-07,2.47144541918932e-07,"20846/12765/20297/12767/16963/23797/18796/271849/18795/15162/20779/277360/22376/16151/12766/14696/20416/18176/57257/18033/17096/18710/14191/12540/18707/18762/14688/14677/20311/57349/56744/330122/14825/20310/17329/15945/55985/320129/17969/56221/66066/14701/20315/16653/14709/606496/18036/18479/109689/18751/15461/56484/216148/215449/20847/16453/18747/11513/20299/20312/20295/93742/14702/18753/104110/19229/12145/74769/14678/11848/12773/13051/12776/12769/80901/23832/12768/12771/12772/12774/432530/94176/16428/320207/104709/216869/66102/20296/20306/20292/20293/20307/20290/20304/20308/20305/20302/20303/14710/12775/20851/20848/12777/14784/170758/14706/140580/26385/57266/18708/56838/104111/19878/30955/18035/20663/11651/19354/11512/11515/224129/21844/22324/20662/110355/19697/12015/18797/12675/14773",130
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","70/4646","94/9575",0.74468085106383,1.53472215861734,5.05791981639047,2.33047544623119e-07,2.2827467156575e-06,7.59174346320878e-07,"14268/12829/12828/19225/16782/226519/20183/23797/16780/22030/20181/23928/22029/16410/12048/13555/16776/16151/94216/54124/18033/12448/12579/18710/242705/12371/18707/12571/13063/13197/12447/12028/12443/16773/16775/17873/11783/12567/12566/12826/12827/12367/16412/14198/19645/11797/11796/74769/22059/22032/18126/16400/16399/13557/23882/18708/16398/16777/18035/22031/11651/27401/17869/12018/12575/20182/16772/16774/19697/12675",70
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","162/4646","252/9575",0.642857142857143,1.32487239407171,5.07390278989191,2.39511700819219e-07,2.2827467156575e-06,7.59174346320878e-07,"17087/226977/12370/76709/22145/74117/226421/68724/19264/67771/23797/11308/22030/74192/13427/16176/98932/140579/67117/16179/192176/16151/18481/56382/22035/18645/24088/20194/18033/192656/53598/21898/16476/12540/69582/18707/242894/16193/21899/74734/26414/56455/56378/77573/11461/19159/56443/11867/245880/73178/27205/13063/107607/21415/19349/67166/68089/17113/14433/21937/18705/232943/20130/12028/19158/20430/18479/56212/59288/17907/66824/15461/26396/19344/12367/234663/71609/234686/74568/22152/56532/16648/21933/12362/12363/110350/11797/11796/13430/117149/16173/71999/235406/12306/17920/74769/81897/11848/235661/17874/66713/76884/26420/21402/21414/216799/26397/18643/280408/68097/19345/11841/218035/140580/22151/73710/75477/17948/17951/17952/17940/382562/11852/19878/30955/18035/56444/80837/14281/16593/11651/17869/69146/56551/72318/66513/19094/266632/22143/22142/105855/66616/12018/26416/26415/21926/22154/74764/271457/22153/67268/268973/12475/67665/67951/16594/19697/66395/12675/54130/21416/12369",162
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","121/4646","180/9575",0.672222222222222,1.38539125651696,5.067533437664,2.44816314432834e-07,2.2827467156575e-06,7.59174346320878e-07,"108664/20846/15510/12370/12912/14130/246256/14131/14127/23797/17533/332579/18779/16176/20779/16803/12608/16784/16179/54411/170767/24088/53970/13040/14129/108058/18033/12042/192656/242341/21898/16451/12795/114143/18046/12371/16193/21897/21899/26414/21871/140494/13063/19349/12122/56619/21937/56644/21803/12028/56632/12721/16409/16411/13033/16985/15979/16414/11783/216238/13115/83430/19344/170786/170780/170779/69165/170776/16783/12367/71609/11972/19057/117149/16154/16173/75600/81897/11848/17874/26420/18126/16706/19345/11975/17534/20698/70405/20963/21809/12313/11651/19094/266632/22337/12265/15980/11984/26416/26415/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/271457/12266/12314/15526/12475/16149/240354/27060/19697/12015",121
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","133/4646","202/9575",0.658415841584158,1.35693751252009,4.97777742958575,3.96077155474529e-07,3.59596364838717e-06,1.19591163287323e-06,"14268/12829/12828/12835/16782/226519/23797/12334/16780/107746/23928/16420/16401/16410/21825/214230/271849/228785/98932/20779/16776/13712/192176/94216/18481/14205/21827/20416/18720/213119/57257/13645/21923/16476/18710/12840/12540/18707/15234/19699/18595/16542/26414/15891/20750/18590/11461/14254/12843/22793/12391/12444/13730/232807/22323/18479/16202/18751/17907/15461/12443/16773/16775/14360/12834/12833/216148/18717/16000/17931/215449/16404/12826/12827/213435/16412/286940/22330/71785/11797/11796/319480/70549/74769/245026/11848/104099/14257/26420/22370/12842/16400/16399/16416/18750/14784/192897/170758/21828/18708/16398/109700/19878/16777/11855/20663/109711/18654/11651/320910/19354/18591/64099/16421/16402/13731/224105/16419/107589/21826/18607/81877/22339/12445/22324/16772/67268/20662/16774/18596/12015/22340/18719",133
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","134/4646","204/9575",0.656862745098039,1.35373671638264,4.95803011222861,4.39304745146921e-07,3.88615736091507e-06,1.29242151743629e-06,"14369/14367/13869/14268/22420/22409/16147/13345/14733/14103/23797/15430/16410/12505/21825/20779/17395/11836/13712/14734/192176/17698/14173/24088/18176/22414/57257/108058/109676/21898/18710/22417/12540/15530/56717/18707/15234/20423/16542/15442/11461/12843/22421/16438/12391/22419/15170/16653/16439/232807/18793/16801/21803/20130/29875/14366/18479/66922/18751/15461/16002/13043/12443/13982/11735/26396/21859/16000/13179/17022/17931/13867/12512/11733/14182/12367/14388/18747/17390/16412/18792/22418/14365/12402/19684/74769/11848/216795/22059/22370/12842/20848/57265/16416/13207/18750/14784/13039/18708/16398/20969/19878/22160/20663/15251/11651/14000/15529/14368/17869/19094/22410/75705/16402/66911/16419/15163/21844/22350/18607/16440/26416/26415/12575/21926/22339/22324/20662/14370/17126/58988/14102/74055/22423",134
"Metabolism","Carbohydrate metabolism","mmu00020","Citrate cycle (TCA cycle)","29/4646","32/9575",0.90625,1.86770205553164,4.77320469073982,5.59824285213707e-07,4.71071654631046e-06,1.56664562485993e-06,"15926/66052/14194/170718/18534/15929/18597/11428/67680/17448/56451/20917/269951/12974/68263/239017/74551/20916/66925/235339/67834/18293/17449/104112/66945/13382/78920/11429/18563",29
"Metabolism","Carbohydrate metabolism","mmu00630","Glyoxylate and dicarboxylate metabolism","29/4646","32/9575",0.90625,1.86770205553164,4.77320469073982,5.59824285213707e-07,4.71071654631046e-06,1.56664562485993e-06,"14645/12359/68738/60525/56185/11428/76238/68180/17448/73724/108037/12974/68133/110821/110446/66904/235582/434437/17449/20425/71562/13382/11429/224530/110460/67078/17850/104174/67432",29
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","224/4646","367/9575",0.610354223433243,1.25788671747165,4.89087154204926,6.17275818944995e-07,5.07047994133388e-06,1.68629233746878e-06,"12912/13869/14268/16367/12829/12828/12835/16782/226519/14103/23797/226849/16780/16184/20181/64930/263803/23928/16420/16401/16410/12064/21825/14178/12125/11602/12048/27219/18534/16776/16151/16186/94216/14205/16196/14696/14173/24088/18211/21827/13639/16194/78284/75778/17210/213119/18049/18176/12977/13645/18033/65086/12448/12913/14745/21923/21898/21687/16451/108079/18710/12840/12986/13836/12371/56717/18707/14688/12571/15234/50791/19699/18127/19744/16193/22629/14184/269643/18595/16590/16542/13874/11839/15891/20750/22628/13856/18590/14255/14254/66066/12843/208647/231991/14701/381810/18205/12444/232493/16653/14709/12447/78405/14936/16190/12478/14183/15461/16002/16334/12443/17863/20393/16773/16775/56484/74747/12834/12833/20869/13637/208677/26396/16000/12567/13867/12566/16404/16337/12826/12827/14182/13685/16453/19651/16412/16188/14702/74551/14180/71978/67168/71785/13857/319480/74769/245026/104099/18413/14172/14257/320207/104709/22059/22370/12842/16400/18053/14710/12985/14377/12189/68401/16399/16416/18750/14784/192897/74370/14706/20963/14186/18212/21828/14062/18708/16398/109700/22630/16777/30955/20663/18654/26931/11651/320910/14600/105787/18414/14573/16197/19116/17869/16185/18591/15370/75705/16421/16402/16419/15976/15975/21826/18607/22084/12575/81877/22339/12445/18188/13640/16772/20662/16774/14164/72930/18596/58988/19697/225849/12015/22340/83490/12675",224
"Metabolism","Metabolism of other amino acids","mmu00480","Glutathione metabolism","56/4646","73/9575",0.767123287671233,1.580974059288,4.83746196831005,7.20993799592315e-07,5.78471769440345e-06,1.92382678471389e-06,"14859/15926/11758/66447/207182/14854/20603/14866/68312/14867/14863/14862/14865/14630/67305/332942/110208/66988/76263/110175/54486/100043497/100504710/69049/68396/66116/56615/16790/269951/20133/14598/23887/103140/14871/14872/625249/14782/14629/14860/14857/100042314/14858/14775/68044/14778/71522/75512/69590/18263/20135/382985/75475/14870/225884/14873/68214",56
"Metabolism","Carbohydrate metabolism","mmu00620","Pyruvate metabolism","37/4646","44/9575",0.840909090909091,1.73304015184127,4.73142295111563,1.00606099084447e-06,7.88843276912143e-06,2.62346047851788e-06,"56752/14194/68738/60525/18534/18597/11529/11522/11532/76238/72535/58810/100705/11669/17448/16832/16828/109264/52815/68263/74551/235339/110446/18746/17436/17449/75572/11671/74156/13382/66204/224530/110460/14651/109801/110695/18563",37
"Metabolism","Carbohydrate metabolism","mmu00640","Propanoate metabolism","28/4646","31/9575",0.903225806451613,1.86146945690361,4.66404166164842,1.05201167346211e-06,8.0654228298762e-06,2.68232216157591e-06,"227095/68738/60525/13171/97212/80911/100705/11409/56451/20917/16832/12039/16828/73724/93747/52665/380660/56690/20916/110821/12040/66904/11430/13382/104776/268860/74147/17850",28
